order_day,gl,product_family,units,ops
2/8/21,Wireless,Hardlines,2366,63553
2/9/21,Wireless,Hardlines,2276,61845
2/10/21,Wireless,Hardlines,2212,58726
2/11/21,Wireless,Hardlines,1967,54685
2/12/21,Wireless,Hardlines,2238,55000
2/13/21,Wireless,Hardlines,2499,69362
2/14/21,Wireless,Hardlines,2414,66192
2/15/21,Wireless,Hardlines,2308,67131
2/16/21,Wireless,Hardlines,2258,63549
2/17/21,Wireless,Hardlines,2051,58265
2/18/21,Wireless,Hardlines,1848,53723
2/19/21,Wireless,Hardlines,2146,60152
2/20/21,Wireless,Hardlines,2381,69361
2/21/21,Wireless,Hardlines,2501,66920
2/22/21,Wireless,Hardlines,2235,65180
2/23/21,Wireless,Hardlines,2279,63784
2/24/21,Wireless,Hardlines,2252,61058
2/25/21,Wireless,Hardlines,1847,50832
2/26/21,Wireless,Hardlines,2250,52868
2/27/21,Wireless,Hardlines,2521,62870
2/28/21,Wireless,Hardlines,2367,61763
3/1/21,Wireless,Hardlines,2162,62757
3/2/21,Wireless,Hardlines,2222,81182
3/3/21,Wireless,Hardlines,2177,74900
3/4/21,Wireless,Hardlines,1882,59051
3/5/21,Wireless,Hardlines,2119,60465
3/6/21,Wireless,Hardlines,2392,69338
3/7/21,Wireless,Hardlines,2474,67647
3/8/21,Wireless,Hardlines,2325,60522
3/9/21,Wireless,Hardlines,2218,59487
3/10/21,Wireless,Hardlines,2071,58275
3/11/21,Wireless,Hardlines,1940,47080
3/12/21,Wireless,Hardlines,2014,55079
3/13/21,Wireless,Hardlines,2154,62788
3/14/21,Wireless,Hardlines,2226,61664
3/15/21,Wireless,Hardlines,2335,59981
3/16/21,Wireless,Hardlines,2103,59837
3/17/21,Wireless,Hardlines,2033,52352
3/18/21,Wireless,Hardlines,1834,49649
3/19/21,Wireless,Hardlines,2011,53322
3/20/21,Wireless,Hardlines,2465,63869
3/21/21,Wireless,Hardlines,2233,65311
3/22/21,Wireless,Hardlines,2099,61820
3/23/21,Wireless,Hardlines,2141,60718
3/24/21,Wireless,Hardlines,2120,61522
3/25/21,Wireless,Hardlines,1778,49046
3/26/21,Wireless,Hardlines,1883,46790
3/27/21,Wireless,Hardlines,2444,57346
3/28/21,Wireless,Hardlines,2637,63363
3/29/21,Wireless,Hardlines,2244,69421
3/30/21,Wireless,Hardlines,2064,57233
3/31/21,Wireless,Hardlines,1839,51894
4/1/21,Wireless,Hardlines,1676,45215
4/2/21,Wireless,Hardlines,1924,49132
4/3/21,Wireless,Hardlines,2051,55063
4/4/21,Wireless,Hardlines,2055,55406
4/5/21,Wireless,Hardlines,2116,55267
4/6/21,Wireless,Hardlines,2313,54200
4/7/21,Wireless,Hardlines,2278,55724
4/8/21,Wireless,Hardlines,1941,48007
4/9/21,Wireless,Hardlines,2378,52975
4/10/21,Wireless,Hardlines,2437,58599
4/11/21,Wireless,Hardlines,2368,59992
4/12/21,Wireless,Hardlines,2275,53918
4/13/21,Wireless,Hardlines,2351,52384
4/14/21,Wireless,Hardlines,2263,56101
4/15/21,Wireless,Hardlines,2092,48605
4/16/21,Wireless,Hardlines,2319,55826
4/17/21,Wireless,Hardlines,2467,63791
4/18/21,Wireless,Hardlines,2421,61771
4/19/21,Wireless,Hardlines,2476,56552
4/20/21,Wireless,Hardlines,2344,57332
4/21/21,Wireless,Hardlines,2258,56858
4/22/21,Wireless,Hardlines,1995,50815
4/23/21,Wireless,Hardlines,2445,57560
4/24/21,Wireless,Hardlines,2355,57340
4/25/21,Wireless,Hardlines,2521,56027
4/26/21,Wireless,Hardlines,2217,59501
4/27/21,Wireless,Hardlines,2246,55094
4/28/21,Wireless,Hardlines,2143,49768
4/29/21,Wireless,Hardlines,2026,44908
4/30/21,Wireless,Hardlines,2140,49828
5/1/21,Wireless,Hardlines,2371,62502
5/2/21,Wireless,Hardlines,2268,55478
5/3/21,Wireless,Hardlines,2177,58346
5/4/21,Wireless,Hardlines,2080,56021
5/5/21,Wireless,Hardlines,2075,54068
5/6/21,Wireless,Hardlines,1986,49098
5/7/21,Wireless,Hardlines,2115,54032
5/8/21,Wireless,Hardlines,2550,60781
5/9/21,Wireless,Hardlines,2366,54529
5/10/21,Wireless,Hardlines,2225,58398
5/11/21,Wireless,Hardlines,2211,53451
5/12/21,Wireless,Hardlines,1942,51627
5/13/21,Wireless,Hardlines,1926,46793
5/14/21,Wireless,Hardlines,2191,51413
5/15/21,Wireless,Hardlines,2460,62458
5/16/21,Wireless,Hardlines,2347,58578
5/17/21,Wireless,Hardlines,2281,57730
5/18/21,Wireless,Hardlines,2095,52499
5/19/21,Wireless,Hardlines,2248,55310
5/20/21,Wireless,Hardlines,1962,49283
5/21/21,Wireless,Hardlines,2252,56042
5/22/21,Wireless,Hardlines,2485,58939
5/23/21,Wireless,Hardlines,2147,55522
5/24/21,Wireless,Hardlines,2388,56750
5/25/21,Wireless,Hardlines,2293,61188
5/26/21,Wireless,Hardlines,2529,56365
5/27/21,Wireless,Hardlines,2259,53998
5/28/21,Wireless,Hardlines,2625,63961
5/29/21,Wireless,Hardlines,2785,72187
5/30/21,Wireless,Hardlines,2641,74139
5/31/21,Wireless,Hardlines,2467,66450
6/1/21,Wireless,Hardlines,2439,66666
6/2/21,Wireless,Hardlines,2492,63826
6/3/21,Wireless,Hardlines,2147,57905
6/4/21,Wireless,Hardlines,2603,64295
6/5/21,Wireless,Hardlines,2647,69204
6/6/21,Wireless,Hardlines,2473,64853
6/7/21,Wireless,Hardlines,2686,69887
6/8/21,Wireless,Hardlines,2498,68898
6/9/21,Wireless,Hardlines,2510,63220
6/10/21,Wireless,Hardlines,2291,57858
6/11/21,Wireless,Hardlines,2561,65399
6/12/21,Wireless,Hardlines,2614,72419
6/13/21,Wireless,Hardlines,2560,69412
6/14/21,Wireless,Hardlines,2414,77915
6/15/21,Wireless,Hardlines,3544,103544
6/16/21,Wireless,Hardlines,5878,167247
6/17/21,Wireless,Hardlines,3480,96813
6/18/21,Wireless,Hardlines,3935,94013
6/19/21,Wireless,Hardlines,8163,241581
6/20/21,Wireless,Hardlines,3465,88083
6/21/21,Wireless,Hardlines,3332,81485
6/22/21,Wireless,Hardlines,3224,79143
6/23/21,Wireless,Hardlines,3225,83156
6/24/21,Wireless,Hardlines,3108,83502
6/25/21,Wireless,Hardlines,3502,85678
6/26/21,Wireless,Hardlines,3902,90234
6/27/21,Wireless,Hardlines,3622,91808
6/28/21,Wireless,Hardlines,3427,94203
6/29/21,Wireless,Hardlines,3700,90435
6/30/21,Wireless,Hardlines,3719,87539
7/1/21,Wireless,Hardlines,3557,90182
7/2/21,Wireless,Hardlines,4129,95263
7/3/21,Wireless,Hardlines,4266,112734
7/4/21,Wireless,Hardlines,4233,103007
7/5/21,Wireless,Hardlines,4014,100470
7/6/21,Wireless,Hardlines,4178,104441
7/7/21,Wireless,Hardlines,4682,116166
7/8/21,Wireless,Hardlines,4291,103360
7/9/21,Wireless,Hardlines,5066,114388
7/10/21,Wireless,Hardlines,5181,126201
7/11/21,Wireless,Hardlines,4705,114633
7/12/21,Wireless,Hardlines,3996,110944
7/13/21,Wireless,Hardlines,3597,85851
7/14/21,Wireless,Hardlines,2800,72033
7/15/21,Wireless,Hardlines,2133,51262
7/16/21,Wireless,Hardlines,1743,43731
7/17/21,Wireless,Hardlines,3295,68908
7/18/21,Wireless,Hardlines,4137,89257
7/19/21,Wireless,Hardlines,3590,82683
7/20/21,Wireless,Hardlines,3353,73342
7/21/21,Wireless,Hardlines,3332,73861
7/22/21,Wireless,Hardlines,2727,58729
7/23/21,Wireless,Hardlines,2221,46987
7/25/20,Wireless_Accessory,Hardlines,0,0
7/26/20,Wireless_Accessory,Hardlines,0,2
11/14/20,Wireless_Accessory,Hardlines,0,0
12/4/20,Wireless_Accessory,Hardlines,0,0
12/6/20,Wireless_Accessory,Hardlines,0,0
12/9/20,Wireless_Accessory,Hardlines,0,0
6/7/21,Wireless_Accessory,Hardlines,0,0
6/8/21,Wireless_Accessory,Hardlines,0,0
6/9/21,Wireless_Accessory,Hardlines,0,0
6/10/21,Wireless_Accessory,Hardlines,0,0
6/11/21,Wireless_Accessory,Hardlines,0,0
6/12/21,Wireless_Accessory,Hardlines,0,0
6/13/21,Wireless_Accessory,Hardlines,0,0
6/14/21,Wireless_Accessory,Hardlines,0,0
6/15/21,Wireless_Accessory,Hardlines,0,0
6/16/21,Wireless_Accessory,Hardlines,0,0
6/19/21,Wireless_Accessory,Hardlines,0,0
7/1/21,Wireless_Accessory,Hardlines,0,0
7/4/21,Wireless_Accessory,Hardlines,0,0
7/5/21,Wireless_Accessory,Hardlines,0,0
7/9/21,Wireless_Accessory,Hardlines,0,0
7/21/21,Wireless_Accessory,Hardlines,0,0
7/23/21,Wireless_Accessory,Hardlines,0,0
8/15/20,gl_fresh_ambient,Consumables,0,0
9/3/20,gl_fresh_ambient,Consumables,0,0
9/7/20,gl_fresh_ambient,Consumables,0,0
9/11/20,gl_fresh_ambient,Consumables,0,0
9/24/20,gl_fresh_ambient,Consumables,0,0
10/5/20,gl_fresh_ambient,Consumables,0,0
10/20/20,gl_fresh_ambient,Consumables,0,0
10/23/20,gl_fresh_ambient,Consumables,0,0
10/24/20,gl_fresh_ambient,Consumables,0,0
11/23/20,gl_fresh_ambient,Consumables,0,0
12/7/20,gl_fresh_ambient,Consumables,0,0
12/8/20,gl_fresh_ambient,Consumables,0,0
12/13/20,gl_fresh_ambient,Consumables,0,0
12/27/20,gl_fresh_ambient,Consumables,0,0
1/11/21,gl_fresh_ambient,Consumables,0,0
1/26/21,gl_fresh_ambient,Consumables,0,0
2/4/21,gl_fresh_ambient,Consumables,0,0
2/8/21,gl_fresh_ambient,Consumables,0,0
2/13/21,gl_fresh_ambient,Consumables,0,0
2/26/21,gl_fresh_ambient,Consumables,0,0
2/27/21,gl_fresh_ambient,Consumables,0,0
3/8/21,gl_fresh_ambient,Consumables,0,0
3/21/21,gl_fresh_ambient,Consumables,0,0
3/22/21,gl_fresh_ambient,Consumables,0,0
3/23/21,gl_fresh_ambient,Consumables,0,0
4/9/21,gl_fresh_ambient,Consumables,0,0
4/15/21,gl_fresh_ambient,Consumables,0,0
4/16/21,gl_fresh_ambient,Consumables,0,0
4/19/21,gl_fresh_ambient,Consumables,0,0
4/20/21,gl_fresh_ambient,Consumables,0,0
4/21/21,gl_fresh_ambient,Consumables,0,0
4/30/21,gl_fresh_ambient,Consumables,0,0
5/16/21,gl_fresh_ambient,Consumables,0,0
5/19/21,gl_fresh_ambient,Consumables,0,0
5/22/21,gl_fresh_ambient,Consumables,0,0
5/23/21,gl_fresh_ambient,Consumables,0,0
5/24/21,gl_fresh_ambient,Consumables,0,0
5/29/21,gl_fresh_ambient,Consumables,0,0
6/5/21,gl_fresh_ambient,Consumables,0,0
7/8/21,gl_fresh_ambient,Consumables,0,0
7/24/20,gl_fresh_perishable,Consumables,206,833
7/25/20,gl_fresh_perishable,Consumables,273,1132
7/26/20,gl_fresh_perishable,Consumables,263,1016
7/27/20,gl_fresh_perishable,Consumables,238,926
7/28/20,gl_fresh_perishable,Consumables,254,933
7/29/20,gl_fresh_perishable,Consumables,258,965
7/30/20,gl_fresh_perishable,Consumables,280,1126
7/31/20,gl_fresh_perishable,Consumables,327,1171
8/1/20,gl_fresh_perishable,Consumables,258,1031
8/2/20,gl_fresh_perishable,Consumables,243,925
8/3/20,gl_fresh_perishable,Consumables,243,903
8/4/20,gl_fresh_perishable,Consumables,264,979
8/5/20,gl_fresh_perishable,Consumables,286,1093
8/6/20,gl_fresh_perishable,Consumables,275,1152
8/7/20,gl_fresh_perishable,Consumables,286,1123
8/8/20,gl_fresh_perishable,Consumables,282,1114
8/9/20,gl_fresh_perishable,Consumables,258,965
8/10/20,gl_fresh_perishable,Consumables,239,963
8/11/20,gl_fresh_perishable,Consumables,271,982
8/12/20,gl_fresh_perishable,Consumables,260,1060
8/13/20,gl_fresh_perishable,Consumables,275,1072
8/14/20,gl_fresh_perishable,Consumables,367,1416
8/15/20,gl_fresh_perishable,Consumables,291,1094
8/16/20,gl_fresh_perishable,Consumables,246,925
8/17/20,gl_fresh_perishable,Consumables,263,953
8/18/20,gl_fresh_perishable,Consumables,280,1025
8/19/20,gl_fresh_perishable,Consumables,306,1156
8/20/20,gl_fresh_perishable,Consumables,316,1139
8/21/20,gl_fresh_perishable,Consumables,353,1320
8/22/20,gl_fresh_perishable,Consumables,275,1139
8/23/20,gl_fresh_perishable,Consumables,275,999
8/24/20,gl_fresh_perishable,Consumables,261,1034
8/25/20,gl_fresh_perishable,Consumables,309,1163
8/26/20,gl_fresh_perishable,Consumables,312,1152
8/27/20,gl_fresh_perishable,Consumables,305,1203
8/28/20,gl_fresh_perishable,Consumables,299,1173
8/29/20,gl_fresh_perishable,Consumables,287,1136
8/30/20,gl_fresh_perishable,Consumables,286,1059
8/31/20,gl_fresh_perishable,Consumables,263,1004
9/1/20,gl_fresh_perishable,Consumables,279,1141
9/2/20,gl_fresh_perishable,Consumables,287,1131
9/3/20,gl_fresh_perishable,Consumables,309,1232
9/4/20,gl_fresh_perishable,Consumables,364,1283
9/5/20,gl_fresh_perishable,Consumables,258,1085
9/6/20,gl_fresh_perishable,Consumables,204,766
9/7/20,gl_fresh_perishable,Consumables,287,1024
9/8/20,gl_fresh_perishable,Consumables,293,1128
9/9/20,gl_fresh_perishable,Consumables,289,1180
9/10/20,gl_fresh_perishable,Consumables,297,1177
9/11/20,gl_fresh_perishable,Consumables,296,1260
9/12/20,gl_fresh_perishable,Consumables,323,1223
9/13/20,gl_fresh_perishable,Consumables,260,1046
9/14/20,gl_fresh_perishable,Consumables,297,1141
9/15/20,gl_fresh_perishable,Consumables,283,1162
9/16/20,gl_fresh_perishable,Consumables,309,1186
9/17/20,gl_fresh_perishable,Consumables,347,1304
9/18/20,gl_fresh_perishable,Consumables,366,1516
9/19/20,gl_fresh_perishable,Consumables,314,1202
9/20/20,gl_fresh_perishable,Consumables,273,997
9/21/20,gl_fresh_perishable,Consumables,290,1083
9/22/20,gl_fresh_perishable,Consumables,314,1142
9/23/20,gl_fresh_perishable,Consumables,328,1212
9/24/20,gl_fresh_perishable,Consumables,336,1346
9/25/20,gl_fresh_perishable,Consumables,411,1608
9/26/20,gl_fresh_perishable,Consumables,323,1236
9/27/20,gl_fresh_perishable,Consumables,275,1038
9/28/20,gl_fresh_perishable,Consumables,267,1036
9/29/20,gl_fresh_perishable,Consumables,320,1208
9/30/20,gl_fresh_perishable,Consumables,330,1303
10/1/20,gl_fresh_perishable,Consumables,374,1540
10/2/20,gl_fresh_perishable,Consumables,359,1434
10/3/20,gl_fresh_perishable,Consumables,244,976
10/4/20,gl_fresh_perishable,Consumables,257,952
10/5/20,gl_fresh_perishable,Consumables,305,1173
10/6/20,gl_fresh_perishable,Consumables,295,1116
10/7/20,gl_fresh_perishable,Consumables,287,1208
10/8/20,gl_fresh_perishable,Consumables,338,1379
10/9/20,gl_fresh_perishable,Consumables,372,1508
10/10/20,gl_fresh_perishable,Consumables,325,1231
10/11/20,gl_fresh_perishable,Consumables,282,1053
10/12/20,gl_fresh_perishable,Consumables,301,1123
10/13/20,gl_fresh_perishable,Consumables,303,1205
10/14/20,gl_fresh_perishable,Consumables,315,1218
10/15/20,gl_fresh_perishable,Consumables,337,1295
10/16/20,gl_fresh_perishable,Consumables,393,1519
10/17/20,gl_fresh_perishable,Consumables,313,1215
10/18/20,gl_fresh_perishable,Consumables,280,1037
10/19/20,gl_fresh_perishable,Consumables,281,1071
10/20/20,gl_fresh_perishable,Consumables,307,1262
10/21/20,gl_fresh_perishable,Consumables,359,1282
10/22/20,gl_fresh_perishable,Consumables,330,1286
10/23/20,gl_fresh_perishable,Consumables,378,1455
10/24/20,gl_fresh_perishable,Consumables,306,1213
10/25/20,gl_fresh_perishable,Consumables,270,1050
10/26/20,gl_fresh_perishable,Consumables,296,1090
10/27/20,gl_fresh_perishable,Consumables,314,1276
10/28/20,gl_fresh_perishable,Consumables,329,1293
10/29/20,gl_fresh_perishable,Consumables,348,1272
10/30/20,gl_fresh_perishable,Consumables,369,1351
10/31/20,gl_fresh_perishable,Consumables,308,1230
11/1/20,gl_fresh_perishable,Consumables,278,1131
11/2/20,gl_fresh_perishable,Consumables,293,1120
11/3/20,gl_fresh_perishable,Consumables,304,1150
11/4/20,gl_fresh_perishable,Consumables,332,1209
11/5/20,gl_fresh_perishable,Consumables,294,1092
11/6/20,gl_fresh_perishable,Consumables,301,1167
11/7/20,gl_fresh_perishable,Consumables,363,1349
11/8/20,gl_fresh_perishable,Consumables,286,1137
11/9/20,gl_fresh_perishable,Consumables,308,1224
11/10/20,gl_fresh_perishable,Consumables,325,1180
11/11/20,gl_fresh_perishable,Consumables,340,1316
11/12/20,gl_fresh_perishable,Consumables,354,1380
11/13/20,gl_fresh_perishable,Consumables,374,1522
11/14/20,gl_fresh_perishable,Consumables,343,1378
11/15/20,gl_fresh_perishable,Consumables,305,1191
11/16/20,gl_fresh_perishable,Consumables,287,1134
11/17/20,gl_fresh_perishable,Consumables,299,1211
11/18/20,gl_fresh_perishable,Consumables,327,1248
11/19/20,gl_fresh_perishable,Consumables,347,1411
11/20/20,gl_fresh_perishable,Consumables,397,1515
11/21/20,gl_fresh_perishable,Consumables,348,1347
11/22/20,gl_fresh_perishable,Consumables,316,1209
11/23/20,gl_fresh_perishable,Consumables,317,1115
11/24/20,gl_fresh_perishable,Consumables,317,1164
11/25/20,gl_fresh_perishable,Consumables,334,1255
11/26/20,gl_fresh_perishable,Consumables,340,1379
11/27/20,gl_fresh_perishable,Consumables,397,1670
11/28/20,gl_fresh_perishable,Consumables,325,1307
11/29/20,gl_fresh_perishable,Consumables,318,1162
11/30/20,gl_fresh_perishable,Consumables,299,1250
12/1/20,gl_fresh_perishable,Consumables,313,1243
12/2/20,gl_fresh_perishable,Consumables,336,1293
12/3/20,gl_fresh_perishable,Consumables,365,1475
12/4/20,gl_fresh_perishable,Consumables,341,1348
12/5/20,gl_fresh_perishable,Consumables,380,1457
12/6/20,gl_fresh_perishable,Consumables,293,1193
12/7/20,gl_fresh_perishable,Consumables,279,1083
12/8/20,gl_fresh_perishable,Consumables,310,1213
12/9/20,gl_fresh_perishable,Consumables,339,1264
12/10/20,gl_fresh_perishable,Consumables,362,1375
12/11/20,gl_fresh_perishable,Consumables,384,1554
12/12/20,gl_fresh_perishable,Consumables,359,1310
12/13/20,gl_fresh_perishable,Consumables,293,1146
12/14/20,gl_fresh_perishable,Consumables,281,1192
12/15/20,gl_fresh_perishable,Consumables,327,1271
12/16/20,gl_fresh_perishable,Consumables,341,1304
12/17/20,gl_fresh_perishable,Consumables,296,1222
12/18/20,gl_fresh_perishable,Consumables,297,1136
12/19/20,gl_fresh_perishable,Consumables,367,1508
12/20/20,gl_fresh_perishable,Consumables,335,1339
12/21/20,gl_fresh_perishable,Consumables,303,1186
12/22/20,gl_fresh_perishable,Consumables,338,1356
12/23/20,gl_fresh_perishable,Consumables,337,1308
12/24/20,gl_fresh_perishable,Consumables,368,1402
12/25/20,gl_fresh_perishable,Consumables,423,1570
12/26/20,gl_fresh_perishable,Consumables,348,1370
12/27/20,gl_fresh_perishable,Consumables,288,1141
12/28/20,gl_fresh_perishable,Consumables,309,1246
12/29/20,gl_fresh_perishable,Consumables,314,1224
12/30/20,gl_fresh_perishable,Consumables,337,1279
12/31/20,gl_fresh_perishable,Consumables,353,1340
1/1/21,gl_fresh_perishable,Consumables,368,1436
1/2/21,gl_fresh_perishable,Consumables,356,1420
1/3/21,gl_fresh_perishable,Consumables,292,1191
1/4/21,gl_fresh_perishable,Consumables,305,1234
1/5/21,gl_fresh_perishable,Consumables,347,1427
1/6/21,gl_fresh_perishable,Consumables,387,1461
1/7/21,gl_fresh_perishable,Consumables,357,1517
1/8/21,gl_fresh_perishable,Consumables,373,1536
1/9/21,gl_fresh_perishable,Consumables,376,1468
1/10/21,gl_fresh_perishable,Consumables,327,1311
1/11/21,gl_fresh_perishable,Consumables,329,1205
1/12/21,gl_fresh_perishable,Consumables,320,1331
1/13/21,gl_fresh_perishable,Consumables,385,1427
1/14/21,gl_fresh_perishable,Consumables,374,1449
1/15/21,gl_fresh_perishable,Consumables,393,1533
1/16/21,gl_fresh_perishable,Consumables,396,1427
1/17/21,gl_fresh_perishable,Consumables,339,1256
1/18/21,gl_fresh_perishable,Consumables,300,1170
1/19/21,gl_fresh_perishable,Consumables,357,1402
1/20/21,gl_fresh_perishable,Consumables,402,1524
1/21/21,gl_fresh_perishable,Consumables,365,1313
1/22/21,gl_fresh_perishable,Consumables,322,1390
1/23/21,gl_fresh_perishable,Consumables,249,1014
1/24/21,gl_fresh_perishable,Consumables,271,1017
1/25/21,gl_fresh_perishable,Consumables,362,1552
1/26/21,gl_fresh_perishable,Consumables,397,1415
1/27/21,gl_fresh_perishable,Consumables,395,1552
1/28/21,gl_fresh_perishable,Consumables,400,1545
1/29/21,gl_fresh_perishable,Consumables,448,1680
1/30/21,gl_fresh_perishable,Consumables,413,1561
1/31/21,gl_fresh_perishable,Consumables,378,1473
2/1/21,gl_fresh_perishable,Consumables,326,1370
2/2/21,gl_fresh_perishable,Consumables,363,1510
2/3/21,gl_fresh_perishable,Consumables,431,1579
2/4/21,gl_fresh_perishable,Consumables,410,1611
2/5/21,gl_fresh_perishable,Consumables,472,1708
2/6/21,gl_fresh_perishable,Consumables,390,1498
2/7/21,gl_fresh_perishable,Consumables,372,1402
2/8/21,gl_fresh_perishable,Consumables,343,1315
2/9/21,gl_fresh_perishable,Consumables,368,1421
2/10/21,gl_fresh_perishable,Consumables,385,1529
2/11/21,gl_fresh_perishable,Consumables,380,1548
2/12/21,gl_fresh_perishable,Consumables,470,1911
2/13/21,gl_fresh_perishable,Consumables,385,1541
2/14/21,gl_fresh_perishable,Consumables,351,1271
2/15/21,gl_fresh_perishable,Consumables,354,1302
2/16/21,gl_fresh_perishable,Consumables,392,1497
2/17/21,gl_fresh_perishable,Consumables,412,1633
2/18/21,gl_fresh_perishable,Consumables,392,1663
2/19/21,gl_fresh_perishable,Consumables,453,1752
2/20/21,gl_fresh_perishable,Consumables,402,1693
2/21/21,gl_fresh_perishable,Consumables,375,1527
2/22/21,gl_fresh_perishable,Consumables,377,1358
2/23/21,gl_fresh_perishable,Consumables,424,1543
2/24/21,gl_fresh_perishable,Consumables,435,1609
2/25/21,gl_fresh_perishable,Consumables,423,1624
2/26/21,gl_fresh_perishable,Consumables,471,1908
2/27/21,gl_fresh_perishable,Consumables,420,1616
2/28/21,gl_fresh_perishable,Consumables,435,1652
3/1/21,gl_fresh_perishable,Consumables,409,1464
3/2/21,gl_fresh_perishable,Consumables,402,1434
3/3/21,gl_fresh_perishable,Consumables,438,1554
3/4/21,gl_fresh_perishable,Consumables,433,1684
3/5/21,gl_fresh_perishable,Consumables,468,1867
3/6/21,gl_fresh_perishable,Consumables,440,1780
3/7/21,gl_fresh_perishable,Consumables,416,1606
3/8/21,gl_fresh_perishable,Consumables,392,1524
3/9/21,gl_fresh_perishable,Consumables,441,1509
3/10/21,gl_fresh_perishable,Consumables,432,1675
3/11/21,gl_fresh_perishable,Consumables,465,1679
3/12/21,gl_fresh_perishable,Consumables,452,1899
3/13/21,gl_fresh_perishable,Consumables,384,1450
3/14/21,gl_fresh_perishable,Consumables,418,1613
3/15/21,gl_fresh_perishable,Consumables,397,1565
3/16/21,gl_fresh_perishable,Consumables,411,1749
3/17/21,gl_fresh_perishable,Consumables,456,1855
3/18/21,gl_fresh_perishable,Consumables,448,1792
3/19/21,gl_fresh_perishable,Consumables,510,2087
3/20/21,gl_fresh_perishable,Consumables,534,1991
3/21/21,gl_fresh_perishable,Consumables,458,1792
3/22/21,gl_fresh_perishable,Consumables,414,1685
3/23/21,gl_fresh_perishable,Consumables,478,1763
3/24/21,gl_fresh_perishable,Consumables,487,2032
3/25/21,gl_fresh_perishable,Consumables,502,1881
3/26/21,gl_fresh_perishable,Consumables,461,1842
3/27/21,gl_fresh_perishable,Consumables,543,2109
3/28/21,gl_fresh_perishable,Consumables,477,1984
3/29/21,gl_fresh_perishable,Consumables,437,1686
3/30/21,gl_fresh_perishable,Consumables,443,1794
3/31/21,gl_fresh_perishable,Consumables,480,1933
4/1/21,gl_fresh_perishable,Consumables,530,2081
4/2/21,gl_fresh_perishable,Consumables,591,2305
4/3/21,gl_fresh_perishable,Consumables,501,1940
4/4/21,gl_fresh_perishable,Consumables,433,1690
4/5/21,gl_fresh_perishable,Consumables,435,1722
4/6/21,gl_fresh_perishable,Consumables,488,1924
4/7/21,gl_fresh_perishable,Consumables,493,1870
4/8/21,gl_fresh_perishable,Consumables,525,2122
4/9/21,gl_fresh_perishable,Consumables,610,2328
4/10/21,gl_fresh_perishable,Consumables,507,1977
4/11/21,gl_fresh_perishable,Consumables,461,1650
4/12/21,gl_fresh_perishable,Consumables,406,1619
4/13/21,gl_fresh_perishable,Consumables,467,1867
4/14/21,gl_fresh_perishable,Consumables,519,1915
4/15/21,gl_fresh_perishable,Consumables,520,2135
4/16/21,gl_fresh_perishable,Consumables,570,2202
4/17/21,gl_fresh_perishable,Consumables,494,1919
4/18/21,gl_fresh_perishable,Consumables,427,1713
4/19/21,gl_fresh_perishable,Consumables,440,1782
4/20/21,gl_fresh_perishable,Consumables,448,1713
4/21/21,gl_fresh_perishable,Consumables,522,2012
4/22/21,gl_fresh_perishable,Consumables,543,2318
4/23/21,gl_fresh_perishable,Consumables,613,2281
4/24/21,gl_fresh_perishable,Consumables,462,1881
4/25/21,gl_fresh_perishable,Consumables,411,1615
4/26/21,gl_fresh_perishable,Consumables,429,1613
4/27/21,gl_fresh_perishable,Consumables,445,1794
4/28/21,gl_fresh_perishable,Consumables,481,1924
4/29/21,gl_fresh_perishable,Consumables,526,2155
4/30/21,gl_fresh_perishable,Consumables,610,2372
5/1/21,gl_fresh_perishable,Consumables,528,2034
5/2/21,gl_fresh_perishable,Consumables,430,1757
5/3/21,gl_fresh_perishable,Consumables,394,1663
5/4/21,gl_fresh_perishable,Consumables,471,2182
5/5/21,gl_fresh_perishable,Consumables,512,1891
5/6/21,gl_fresh_perishable,Consumables,517,2129
5/7/21,gl_fresh_perishable,Consumables,610,2534
5/8/21,gl_fresh_perishable,Consumables,468,1983
5/9/21,gl_fresh_perishable,Consumables,440,1687
5/10/21,gl_fresh_perishable,Consumables,412,1587
5/11/21,gl_fresh_perishable,Consumables,461,1813
5/12/21,gl_fresh_perishable,Consumables,498,1864
5/13/21,gl_fresh_perishable,Consumables,525,2180
5/14/21,gl_fresh_perishable,Consumables,580,2493
5/15/21,gl_fresh_perishable,Consumables,491,2050
5/16/21,gl_fresh_perishable,Consumables,420,1725
5/17/21,gl_fresh_perishable,Consumables,437,1642
5/18/21,gl_fresh_perishable,Consumables,471,1870
5/19/21,gl_fresh_perishable,Consumables,493,1930
5/20/21,gl_fresh_perishable,Consumables,527,2142
5/21/21,gl_fresh_perishable,Consumables,605,2489
5/22/21,gl_fresh_perishable,Consumables,501,1846
5/23/21,gl_fresh_perishable,Consumables,355,1382
5/24/21,gl_fresh_perishable,Consumables,438,1682
5/25/21,gl_fresh_perishable,Consumables,510,1963
5/26/21,gl_fresh_perishable,Consumables,505,1938
5/27/21,gl_fresh_perishable,Consumables,513,2072
5/28/21,gl_fresh_perishable,Consumables,556,2441
5/29/21,gl_fresh_perishable,Consumables,460,1934
5/30/21,gl_fresh_perishable,Consumables,393,1601
5/31/21,gl_fresh_perishable,Consumables,393,1609
6/1/21,gl_fresh_perishable,Consumables,438,1726
6/2/21,gl_fresh_perishable,Consumables,479,1943
6/3/21,gl_fresh_perishable,Consumables,515,2159
6/4/21,gl_fresh_perishable,Consumables,551,2292
