,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
14113,Macross ? Scramble,PSV,2016.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
14114,Sudoku Ball Detective,Wii,2009.0,Puzzle,Playlogic Game Factory,0.02,0.01,0.0,0.0,0.04,,,,,Whitebear,E10+
14115,The Ant Bully,GBA,2006.0,Platform,Midway Games,0.03,0.01,0.0,0.0,0.04,,,,,Artificial Mind and Movement,E
14116,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,PSP,2010.0,Adventure,Yeti,0.0,0.0,0.04,0.0,0.04,,,,,,
14117,Sega Arcade Gallery,GBA,2003.0,Misc,THQ,0.03,0.01,0.0,0.0,0.04,70.0,12.0,,,Bits Studios,E
14118,Tao Adventure: Curse Demon,DS,2005.0,Role-Playing,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.04,,,,,,
14119,"My World, My Way (US sales)",DS,2008.0,Role-Playing,Global A Entertainment,0.04,0.0,0.0,0.0,0.04,,,,,,
14120,S.T.A.L.K.E.R.: Clear Sky,PC,2008.0,Shooter,Deep Silver,0.0,0.03,0.0,0.01,0.04,75.0,47.0,7.7,478.0,GSC Game World,M
14121,Black Stone: Magic & Steel,XB,2003.0,Role-Playing,THQ,0.03,0.01,0.0,0.0,0.04,,,,,,
14122,NHRA Drag Racing: Countdown to the Championship,PS2,2007.0,Racing,THQ,0.02,0.01,0.0,0.0,0.04,,,,,,
14123,Sins of a Solar Empire: Trinity,PC,2010.0,Strategy,Kalypso Media,0.0,0.03,0.0,0.01,0.04,,,7.9,19.0,Ironclad Games,T
14124,Bratz Kidz,DS,2008.0,Misc,Game Factory,0.03,0.0,0.0,0.0,0.04,,,,,Neko Entertainment,E
14125,Harukanaru Toki no Naka de: Maihitoyo,PS2,2006.0,Adventure,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,,
14126,Painkiller: Hell Wars,XB,2006.0,Shooter,DreamCatcher Interactive,0.03,0.01,0.0,0.0,0.04,68.0,33.0,7.4,16.0,People Can Fly,M
14127,Housekeeping,DS,,Action,,0.0,0.0,0.04,0.0,0.04,,,,,,
14128,My Hero Academia: Battle for All,3DS,2016.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
14129,FunkMaster Flex's Digital Hitz Factory,PS2,2003.0,Misc,Jester Interactive,0.02,0.01,0.0,0.0,0.04,71.0,6.0,8.9,10.0,Jester Interactive,E
14130,Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,DS,2007.0,Racing,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.04,,,,,,
14131,Greg Hastings Paintball 2,PS3,2010.0,Shooter,Majesco Entertainment,0.03,0.0,0.0,0.0,0.04,46.0,5.0,,,Super X Studios,E10+
14132,Sangoku Koi Senki: Otome no Heihou!,PSP,2012.0,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04,,,,,,
14133,Castlevania Bloodlines,GEN,1994.0,Platform,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,,,,,,
14134,Hakuouki: Zuisouroku DS,DS,2011.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,,,,,,
14135,Detective Conan: Prelude from the Past,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
14136,100 Classic Games,DS,2011.0,Misc,Rondomedia,0.0,0.03,0.0,0.0,0.04,,,,,Easy Interactive,
14137,Luminous Arc 3,DS,2009.0,Role-Playing,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04,,,,,,
14138,Adventure Time: Explore the Dungeon Because I Don't Know!,WiiU,2013.0,Action,D3Publisher,0.02,0.01,0.0,0.0,0.04,,,,,,
14139,World in Conflict,PC,2007.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,89.0,44.0,8.1,301.0,Massive Entertainment,T
14140,XBLAZE Code: Embryo,PS3,2013.0,Adventure,Arc System Works,0.02,0.0,0.01,0.01,0.04,,,7.1,14.0,Arc System Works,M
14141,The Legend of Heroes: Trails in the Sky SC Evolution,PSV,2015.0,Role-Playing,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,,,,,,
14142,Major League Baseball 2K8,PSP,,Sports,Unknown,0.03,0.0,0.0,0.0,0.03,63.0,5.0,,,Kush Games,E
14143,FabStyle,3DS,2011.0,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,
14144,Rebel Raiders: Operation Nighthawk,PS2,2006.0,Simulation,Kando Games,0.02,0.01,0.0,0.0,0.03,53.0,5.0,,,Kando Games,E10+
14145,Astrology DS,DS,2009.0,Misc,Deep Silver,0.03,0.0,0.0,0.0,0.03,,,,,,
14146,Zenkoku Dekotora Matsuri,Wii,2008.0,Racing,Jaleco,0.0,0.0,0.03,0.0,0.03,,,,,,
14147,Cooking Mama: My Sweets Shop,3DS,2014.0,Simulation,Office Create,0.0,0.0,0.03,0.0,0.03,,,,,,
14148,Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,3DS,2016.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
14149,Alienators: Evolution Continues,GBA,2001.0,Action,Activision,0.03,0.01,0.0,0.0,0.03,54.0,4.0,,,Digital Eclipse,E
14150,Onechanbara Z Kagura,PS3,2013.0,Action,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,
14151,Dead or Alive Xtreme 3: Venus,PSV,2016.0,Sports,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,
14152,Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3,2010.0,Misc,Unknown,0.0,0.0,0.03,0.0,0.03,,,,,,
14153,Pro Cycling Manager 2016,PC,2016.0,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03,64.0,6.0,4.8,5.0,Cyanide,
14154,Pirates: Duels on the High Seas,DS,2008.0,Action,Oxygen Interactive,0.03,0.0,0.0,0.0,0.03,50.0,15.0,,,Oxygen Interactive,E
14155,MX World Tour Featuring Jamie Little,XB,2005.0,Racing,Crave Entertainment,0.03,0.01,0.0,0.0,0.03,51.0,5.0,,,Impulse Games,E
14156,PriPara Mezameyo! Megami no Dress Design,3DS,2016.0,Action,Takara Tomy,0.0,0.0,0.03,0.0,0.03,,,,,,
14157,Tomb Raider: Anniversary,PC,2007.0,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.03,83.0,26.0,8.1,242.0,Nixxes Software,T
14158,Sengoku Basara: Sanada Yukimura-Den,PS4,2016.0,Action,Capcom,0.0,0.0,0.03,0.0,0.03,,,,,,
14159,Marines: Modern Urban Combat,Wii,2010.0,Shooter,O-Games,0.03,0.0,0.0,0.0,0.03,,,,,Destineer,T
14160,Infamous: First Light,PS4,2014.0,Action,Sony Computer Entertainment,0.0,0.03,0.0,0.0,0.03,73.0,70.0,7.5,580.0,Sucker Punch,T
14161,The Idolmaster: Gravure For You! Vol. 4,PS3,2012.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
14162,Puyo Pop Fever(us sales),DS,2004.0,Puzzle,Ignition Entertainment,0.03,0.0,0.0,0.0,0.03,,,,,,
14163,Tour de France 2014,PS4,2014.0,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03,53.0,9.0,5.1,22.0,Cyanide,E
14164,RedCard 20-03,XB,2002.0,Sports,Midway Games,0.03,0.01,0.0,0.0,0.03,67.0,8.0,9.0,4.0,Point of View,E
14165,Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,DS,2009.0,Role-Playing,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,,,,,,
14166,Deal or No Deal: Special Edition,DS,2010.0,Misc,Zoo Games,0.03,0.0,0.0,0.0,0.03,,,,,Zoo Games,E
14167,Puyo Puyo 7,PSP,2009.0,Puzzle,Sega,0.0,0.0,0.03,0.0,0.03,,,,,,
14168,Asterix & Obelix: Kick Buttix,PS2,2004.0,Action,Atari,0.02,0.01,0.0,0.0,0.03,,,,,,
14169,Radiant Silvergun,SAT,1998.0,Shooter,ESP,0.0,0.0,0.03,0.0,0.03,,,,,,
14170,The Night of the Rabbit,PC,2013.0,Adventure,Daedalic Entertainment,0.0,0.03,0.0,0.0,0.03,75.0,45.0,7.5,82.0,Daedalic Entertainment,
14171,Bounty Hounds,PSP,2006.0,Action,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,63.0,14.0,6.0,7.0,Xpec,T
14172,Care Bears - Care Quest,GBA,2005.0,Action,Game Factory,0.02,0.01,0.0,0.0,0.03,,,,,,
14173,Burnout Paradise: The Ultimate Box,X360,2009.0,Racing,Electronic Arts,0.0,0.03,0.0,0.0,0.03,,,,,,
14174,Even in a Game Listen to Me Girls. I Am Your Father!,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
14175,Tokyo Majin Gakuen: Kenfuuchou,DS,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,,,,,,
14176,Challenge Me: Word Puzzles,DS,2011.0,Puzzle,O-Games,0.03,0.0,0.0,0.0,0.03,,,,,O-Games,E10+
14177,Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,GBA,2002.0,Action,Hudson Soft,0.0,0.0,0.03,0.0,0.03,,,,,,
14178,NHRA Drag Racing: Countdown to the Championship,PSP,2007.0,Racing,THQ,0.03,0.0,0.0,0.0,0.03,,,,,,
14179,Zatch Bell! Electric Arena,GBA,2003.0,Fighting,Banpresto,0.02,0.01,0.0,0.0,0.03,,,,,,
14180,TOCA Race Driver 3,XB,2006.0,Racing,Codemasters,0.03,0.01,0.0,0.0,0.03,84.0,25.0,8.0,6.0,Codemasters,E10+
14181,A Game of Thrones: Genesis,PC,2011.0,Strategy,Focus Home Interactive,0.0,0.03,0.0,0.01,0.03,53.0,40.0,4.0,110.0,Cyanide,
14182,Gothic Universe,PC,2007.0,Role-Playing,JoWood Productions,0.0,0.03,0.0,0.01,0.03,,,7.9,10.0,DreamCatcher Interactive,M
14183,Daito Giken Premium Pachi-Slot Collection: Yoshimune,PS2,2006.0,Misc,Daito,0.0,0.0,0.03,0.0,0.03,,,,,,
14184,Diabolik Lovers: Dark Fate,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,
14185,Sky Dancers,GBA,2005.0,Action,Crave Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,,
14186,Need for Speed (2015),PC,2016.0,Racing,Electronic Arts,0.0,0.03,0.0,0.0,0.03,,,,,,
14187,Silent Scope,GBA,2002.0,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,70.0,5.0,8.0,5.0,Now Production,T
14188,Deer Drive: Legends,3DS,2012.0,Action,Maximum Family Games,0.03,0.0,0.0,0.0,0.03,,,,,Raylight Studios,T
14189,World Series of Poker: Tournament of Champions 2007 Edition,PS2,2006.0,Misc,Activision,0.02,0.01,0.0,0.0,0.03,,,,,,
14190,Yggdra Union: We'll Never Fight Alone,GBA,2006.0,Role-Playing,Sting,0.0,0.0,0.03,0.0,0.03,,,,,,
14191,The Cursed Crusade,PC,2011.0,Action,DTP Entertainment,0.0,0.03,0.0,0.01,0.03,55.0,7.0,6.0,33.0,Kylotonn,M
14192,Hotel Giant 2,PC,2008.0,Strategy,JoWood Productions,0.0,0.03,0.0,0.0,0.03,58.0,7.0,2.5,19.0,Enlight Software,E
14193,Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,2016.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
14194,Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,PS3,2012.0,Misc,Fields,0.0,0.0,0.03,0.0,0.03,,,,,,
14195,Caesar III,PC,1998.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03,,,8.7,50.0,Impressions Games,E
14196,DarkStar One,PC,2006.0,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03,71.0,33.0,7.2,54.0,Ascaron Entertainment GmbH,T
14197,Wangan Midnight,PS3,2007.0,Racing,Genki,0.0,0.0,0.03,0.0,0.03,,,,,,
14198,ESPN NBA 2Night 2002,PS2,2002.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,59.0,13.0,,,Konami,E
14199,Cabela's Dangerous Hunts 2,GC,2005.0,Sports,Activision,0.03,0.01,0.0,0.0,0.03,,,,,FUN Labs,T
14200,Kekkaishi: Kokubourou no Kage,Wii,2007.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
14201,"Crouching Tiger, Hidden Dragon",GBA,2003.0,Action,Ubisoft,0.02,0.01,0.0,0.0,0.03,60.0,12.0,,,Ubisoft Shanghai,T
14202,Suzumiya Haruhi no Tsuisou,PS3,2011.0,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
14203,Mame Goma: Shiro to Kuro no Meikyuu,3DS,2012.0,Action,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,,,,,,
14204,Trap Gunner: Countdown to Oblivion,PS,1998.0,Strategy,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,,
14205,Hitman: Blood Money,PC,2006.0,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.03,82.0,35.0,8.8,528.0,Io Interactive,M
14206,Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,DS,2006.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,
14207,Harukanaru Toki no Naka de Yumenoukihashi Special,PS2,2009.0,Adventure,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,
14208,Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016.0,Shooter,Gearbox Software,0.03,0.0,0.0,0.01,0.03,77.0,15.0,6.9,15.0,Gearbox Software,M
14209,Section 8,PC,2009.0,Shooter,SouthPeak Games,0.02,0.01,0.0,0.0,0.03,72.0,31.0,7.0,78.0,TimeGate Studios,T
14210,Tsuyo Kiss: Mighty Heart,PS2,2006.0,Adventure,Princess Soft,0.0,0.0,0.03,0.0,0.03,,,,,,
14211,Sabre Wulf,GBA,,Platform,THQ,0.02,0.01,0.0,0.0,0.03,75.0,27.0,8.0,4.0,Rare Ltd.,E
14212,Alpha Protocol,PC,2010.0,Role-Playing,Sega,0.0,0.03,0.0,0.01,0.03,72.0,25.0,7.5,511.0,Obsidian Entertainment,M
14213,Planescape: Torment,PC,1998.0,Role-Playing,Interplay,0.01,0.02,0.0,0.0,0.03,91.0,22.0,9.2,813.0,Black Isle Studios,T
14214,Gacharoku,PS2,2002.0,Misc,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,
14215,Cake Mania: Baker's Challenge,PSP,2008.0,Puzzle,Destineer,0.03,0.0,0.0,0.0,0.03,,,,,Coresoft,E
14216,SX Superstar,GC,2003.0,Racing,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.03,,,,,,
14217,Zoo Vet: Endangered Animals,DS,2008.0,Simulation,505 Games,0.03,0.0,0.0,0.0,0.03,,,,,Legacy Interactive,E10+
14218,Paddington: Adventures in London,3DS,2015.0,Puzzle,Koch Media,0.0,0.03,0.0,0.0,0.03,,,,,Ravenscourt,
14219,Driven,GBA,2001.0,Racing,BAM! Entertainment,0.02,0.01,0.0,0.0,0.03,68.0,10.0,,,Crawfish Interactive,E
14220,Star Wars Jedi Knight: Jedi Academy,PC,2003.0,Shooter,Activision,0.0,0.03,0.0,0.0,0.03,81.0,34.0,8.6,293.0,Raven Software,T
14221,Red Faction II,GC,2003.0,Shooter,THQ,0.03,0.01,0.0,0.0,0.03,79.0,12.0,7.3,4.0,Cranky Pants Games,M
14222,Langrisser: Re:Incarnation Tensei,3DS,2015.0,Role-Playing,Extreme Entertainment Group,0.02,0.0,0.01,0.0,0.03,,,,,,
14223,Atelier Firis: The Alchemist of the Mysterious Journey,PS4,2016.0,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,
14224,Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,DS,2011.0,Role-Playing,Hudson Soft,0.0,0.0,0.03,0.0,0.03,,,,,,
14225,SD Gundam G Generation: Gather Beat 2,WS,2001.0,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
14226,Battle Engine Aquila,PS2,2003.0,Shooter,Atari,0.02,0.01,0.0,0.0,0.03,73.0,17.0,9.0,5.0,Lost Toys,T
14227,Hello Kitty: Roller Rescue,PC,2005.0,Action,Empire Interactive,0.0,0.03,0.0,0.0,0.03,,,,,,
14228,Special Forces: Nemesis Strike,XB,2005.0,Shooter,Hip Interactive,0.03,0.01,0.0,0.0,0.03,60.0,10.0,6.5,4.0,Asobo Studio,M
14229,Women's Volleyball Championship,PS2,2007.0,Sports,Spike,0.0,0.0,0.03,0.0,0.03,32.0,7.0,4.0,4.0,Spike,E
14230,Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,
14231,Rakushou! Pachi-Slot Sengen 5: Rio Paradise,PS2,2007.0,Misc,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,
14232,Crimson Tears,PS2,2004.0,Role-Playing,Capcom,0.02,0.01,0.0,0.0,0.03,62.0,30.0,7.8,4.0,DreamFactory,T
14233,Battle Assault 3 featuring Gundam Seed,PS2,2004.0,Action,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,48.0,9.0,8.7,7.0,Natsume,T
14234,WRC: FIA World Rally Championship,PSP,2005.0,Racing,Sony Computer Entertainment,0.02,0.01,0.0,0.0,0.03,67.0,18.0,7.8,19.0,Traveller's Tales,E
14235,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,DS,2008.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,
14236,Batman Forever: The Arcade Game,PS,1996.0,Action,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,,
14237,Romance of the Three Kingdoms (3DS),3DS,2013.0,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,
14238,Living Legends: Frozen Beauty,PC,2014.0,Action,Big Fish Games,0.0,0.03,0.0,0.0,0.03,,,,,Playrix Entertainment,
14239,Cabela's Outdoor Adventures,GC,2005.0,Sports,Activision,0.03,0.01,0.0,0.0,0.03,,,8.8,9.0,MagicWand,T
14240,Penguins of Madagascar,WiiU,2014.0,Action,Namco Bandai Games,0.01,0.02,0.0,0.0,0.03,,,5.2,6.0,Little Orbit,E
14241,Rapala Tournament Fishing!,X360,2006.0,Sports,Activision,0.03,0.0,0.0,0.0,0.03,41.0,4.0,8.0,6.0,FUN Labs,E
14242,Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PS3,2011.0,Strategy,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,,,,,,
14243,Backyard NFL Football 2006,GBA,2005.0,Sports,Atari,0.02,0.01,0.0,0.0,0.03,,,,,,
14244,Superstars V8 Racing,PS3,2009.0,Racing,Black Bean Games,0.0,0.02,0.0,0.01,0.03,66.0,29.0,4.9,9.0,Milestone S.r.l,E
14245,Detective Conan: Phantom Rhapsody,3DS,2014.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
14246,Mashiro Iro Symphony: *mutsu-no-hana,PSP,2011.0,Adventure,Comfort,0.0,0.0,0.03,0.0,0.03,,,,,,
14247,Monster Guardians,GBA,2001.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,
14248,Sunday vs Magazine Shuuketsu! Choujou Daikessen,PSP,2009.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,
14249,An American Tail: Fievel's Gold Rush,GBA,2002.0,Platform,Conspiracy Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,,
14250,Magna Carta Portable,PSP,2006.0,Role-Playing,Banpresto,0.0,0.0,0.03,0.0,0.03,,,,,,
14251,Diabolik Lovers: More Blood,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,
14252,Swords,Wii,,Fighting,Unknown,0.03,0.0,0.0,0.0,0.03,,,,,Panic Button,T
14253,The Italian Job,GC,2003.0,Racing,Eidos Interactive,0.03,0.01,0.0,0.0,0.03,56.0,10.0,,,Climax Group,T
14254,Super Dodgeball Brawlers (jp sales),DS,2008.0,Sports,Arc System Works,0.0,0.0,0.03,0.0,0.03,,,,,,
14255,Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,PSP,2007.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,,,,,,
14256,Crazy Chicken: Star Karts,DS,2008.0,Racing,Phenomedia,0.03,0.0,0.0,0.0,0.03,,,,,MumboJumbo,E
14257,JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,61.0,35.0,7.4,44.0,CyberConnect2,T
14258,M&Ms Shell Shocked,PS,2001.0,Action,Berkeley,0.02,0.01,0.0,0.0,0.03,,,,,,
14259,K-On! After School Live!! HD Ver.,PS3,2012.0,Action,Sega,0.0,0.0,0.03,0.0,0.03,,,,,,
14260,Metal Gear Solid: The Essential Collection (JP sales),PS2,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,
14261,Ukiyo no Shishi,PS3,2015.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
14262,3D Baseball,PS,1996.0,Sports,BMG Interactive Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,,
14263,Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,PS2,2007.0,Misc,Hackberry,0.0,0.0,0.03,0.0,0.03,,,,,,
14264,First Queen: Ornic Senki,SNES,1994.0,Role-Playing,Culture Brain,0.0,0.0,0.03,0.0,0.03,,,,,,
14265,Dream C Club Zero,X360,2011.0,Simulation,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,
14266,Shining Stars,DS,2008.0,Action,"Destination Software, Inc",0.03,0.0,0.0,0.0,0.03,,,,,,
14267,Medabots 9: Metabee / Rokusho,3DS,2015.0,Role-Playing,Rocket Company,0.0,0.0,0.03,0.0,0.03,,,,,,
14268,The Void,PC,2008.0,Adventure,Mamba Games,0.0,0.03,0.0,0.01,0.03,77.0,12.0,8.3,97.0,Ice-Pick Lodge,
14269,Tail Concerto,PS,1998.0,Adventure,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,,,,,,
14270,Supreme Ruler: Cold War,PC,2011.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01,0.03,63.0,12.0,6.8,27.0,BattleGoat Studios,RP
14271,Rise of Nations: Rise of Legends,PC,2006.0,Strategy,Microsoft Game Studios,0.0,0.03,0.0,0.01,0.03,84.0,46.0,8.5,108.0,Big Huge Games,T
14272,The Sum of All Fears,GC,2003.0,Shooter,Ubisoft,0.03,0.01,0.0,0.0,0.03,36.0,11.0,3.4,5.0,Ubisoft Shanghai,T
14273,James Pond: Codename Robocod,GBA,2005.0,Platform,Play It,0.02,0.01,0.0,0.0,0.03,,,,,,
14274,Yumi's Odd Odyssey,3DS,2013.0,Platform,Agatsuma Entertainment,0.0,0.0,0.03,0.0,0.03,74.0,13.0,7.7,23.0,Studio Saizensen,E
14275,Might & Magic X: Legacy,PC,2014.0,Role-Playing,Ubisoft,0.0,0.03,0.0,0.0,0.03,,,,,,
14276,Night Head: The Labyrinth,PS,1995.0,Adventure,Fuji,0.0,0.0,0.03,0.0,0.03,,,,,,
14277,Emma at the Farm,DS,2008.0,Adventure,Aspyr,0.03,0.0,0.0,0.0,0.03,,,,,Nobilis,E
14278,Utawarerumono Portable,PSP,2009.0,Role-Playing,Aqua Plus,0.0,0.0,0.03,0.0,0.03,,,,,,
14279,Gaia Saver Hero Saidai no Sakusen,SNES,1994.0,Role-Playing,Banpresto,0.0,0.0,0.03,0.0,0.03,,,,,,
14280,EverBlue 2,PS2,2002.0,Adventure,Capcom,0.02,0.01,0.0,0.0,0.03,59.0,21.0,7.5,4.0,Arika,E
14281,Kevin Van Dam: Big Bass Challenge,Wii,2010.0,Sports,Zoo Games,0.03,0.0,0.0,0.0,0.03,,,,,,
14282,Sacra Terra: Angelic Night,PC,2011.0,Puzzle,Avanquest,0.01,0.02,0.0,0.01,0.03,,,,,"Viva Media, Viva Media, LLC",T
14283,Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,DS,2009.0,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,,,,,,
14284,7 Wonders: Treasures of Seven,DS,2011.0,Puzzle,Avanquest,0.01,0.02,0.0,0.0,0.03,,,,,,
14285,YoKai Watch Dance: Just Dance Special Version,WiiU,2015.0,Misc,Level 5,0.0,0.0,0.03,0.0,0.03,,,,,,
14286,Safari Adventures: Africa,Wii,2007.0,Adventure,Neko Entertainment,0.03,0.0,0.0,0.0,0.03,,,,,Conspiracy Entertainment,E
14287,Junior Island Adventure,DS,2011.0,Puzzle,Unknown,0.03,0.0,0.0,0.0,0.03,,,,,"CyberPlanet Interactive Public Co., Ltd., Maximum Family Games",E
14288,Clever Kids: Pirates,DS,2008.0,Misc,Midas Interactive Entertainment,0.0,0.03,0.0,0.0,0.03,,,,,,
14289,Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,PSP,2006.0,Misc,Daito,0.0,0.0,0.03,0.0,0.03,,,,,,
14290,Yumeiro Patissiere: My Sweets Cooking,DS,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,
14291,Prey,PC,2006.0,Shooter,Take-Two Interactive,0.0,0.03,0.0,0.01,0.03,,,,,Arkane Studios,
14292,Clannad,PS3,2011.0,Adventure,Prototype,0.0,0.0,0.03,0.0,0.03,,,,,,
14293,Electroplankton,DS,2005.0,Misc,Nintendo,0.01,0.0,0.02,0.0,0.03,71.0,49.0,7.0,37.0,Indies Zero,E
14294,Just Dance 2017,PS4,2016.0,Misc,Ubisoft,0.02,0.0,0.0,0.01,0.03,73.0,12.0,,,Ubisoft Paris,E10+
14295,PowerSlave,PS,1996.0,Shooter,BMG Interactive Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,,
14296,SBK 2011: FIM Superbike World Championship,PC,2011.0,Racing,Black Bean Games,0.0,0.03,0.0,0.01,0.03,,,,,,
14297,Championship Manager Season 01/02,PC,2001.0,Sports,Eidos Interactive,0.0,0.03,0.0,0.0,0.03,,,,,,
14298,Project Gotham Racing 2 (JP weekly sales),XB,2003.0,Action,Microsoft Game Studios,0.0,0.0,0.03,0.0,0.03,,,,,,
14299,Maximum Racing: Drag & Stock Racer,Wii,2010.0,Racing,Nordic Games,0.03,0.0,0.0,0.0,0.03,,,,,,
14300,CT Special Forces,GBA,2002.0,Action,LSP Games,0.02,0.01,0.0,0.0,0.03,71.0,14.0,,,LSP,T
14301,Let's Sing 2016,PS4,2015.0,Action,FuRyu Corporation,0.03,0.0,0.0,0.01,0.03,,,,,Voxler,T
14302,Casino Chaos With Las Vegas Players Collection,PC,2011.0,Misc,THQ,0.03,0.0,0.0,0.0,0.03,,,,,ValuSoft,T
