Row Labels,Sum of QUANTITY (FAILS)
DMAY,66498
HWM,66475
JMHLY,66446
CYRN,66437
IXN,66408
BFTR,66398
GMF,66358
SCHR,66335
MCHP,66325
FFHL,66318
VCEL,66296
CIB,66295
ICCT,66257
NI,66107
DTB,66061
EBND,66030
CXP,66016
ASNAQ,65989
MXC,65971
BSMP,65955
LGH,65952
CMAUF,65950
MRSK,65821
GLIBA,65790
AGBAR,65747
TPC,65659
BSJO,65610
TAC,65546
MBI,65498
EOSEW,65462
JHMC,65426
BAP,65400
LONCF,65378
TPTW,65332
RLBY,65226
TUP,65211
HSY,65124
PME,65102
WIP,65085
MNCLW,65023
IGHG,64993
LSEAW,64870
FE,64856
POWI,64721
BZM,64677
DIOSF,64670
EGY,64642
IBMP,64531
PBFX,64485
DMYTWS,64477
MIN,64458
CACH,64379
CLGN,64377
IYY,64356
CTHR,64302
PFLT,64258
PRPH,64167
WTMF,64107
TILE,64049
FLHY,63910
TYO,63908
VST,63857
IBHB,63829
BNE,63806
CAR,63804
HUSV,63795
FTLS,63780
NDRAW,63761
UNQL,63740
UOLGY,63725
CLBEY,63689
ADT,63660
QTS,63644
VGM,63617
IETC,63587
VRA,63551
SSY,63427
LXP,63417
CYBR,63392
FTAI,63386
IGD,63344
GNFT,63330
PBEE,63315
CLDX,63295
JILL,63288
APYX,63240
BBRE,63211
XPL,63211
MDCA,63181
EEVVD,63158
WK,63142
SAXPY,63127
BBSA,63070
SVBL,63051
ORPB,62989
TRVI,62944
ENLC,62867
ALGS,62748
DWINU,62730
GTCDF,62700
RDFN,62693
SNE,62690
MGDPF,62680
LPI,62668
EDU,62666
USMC,62640
SBBP,62597
PUMSY,62497
YY,62461
SMOG,62449
JPMPRG,62426
KYN,62353
PSCF,62339
AAME,62319
AGBAW,62256
ABCM,62253
DNLI,62179
IMPUY,62142
AVGO,62095
TKAYY,61983
PUBC,61927
RSSS,61891
LSXMK,61874
PCRFY,61833
GDXD,61821
LCAP,61815
LEJU,61777
PRPRF,61769
CDZI,61760
ADOCR,61754
ISIG,61752
BUI,61707
OCC,61691
ANNX,61588
NSA,61587
ACIU,61542
AXTA,61500
EMRAF,61466
PTLF,61431
VCLO,61377
UUUUWS,61284
EXAS,61207
ADC,61143
PMAR,61130
VIVHY,61102
TDC,61077
TPR,61038
RECS,60987
RJKAF,60986
RPLA,60850
PPBT,60794
OCSL,60779
BRZV,60750
RSVAW,60736
ALLO,60728
FAIIU,60660
SOLOW,60608
GHLD,60602
FCO,60596
PUK,60543
HOL,60531
CDAK,60494
SCOAU,60472
KORP,60451
SBNYL,60418
OTEX,60405
TRNEWS,60366
NVFY,60343
SECO,60330
DTCWY,60313
ACH,60256
EBIX,60217
ASKH,60216
DRNA,60214
NOSOF,60201
SHYD,60164
TTD,60159
AEYE,60124
NSANY,60102
DGII,60067
HST,60063
ROTH,60000
CWI,59995
GFXU,59976
EVOK,59961
BMO,59861
FIV,59799
AMBC,59757
EVH,59738
CCOHY,59725
AIF,59666
AGUNF,59609
GSPY,59588
BLSSF,59540
VINCW,59463
GTH,59434
TCDA,59433
HEDJ,59426
CHCR,59421
LSXMA,59394
PRQR,59349
UTHR,59328
SPBO,59320
TURN,59295
MCZAF,59259
CSPR,59242
VPU,59179
GNK,59143
AMRC,59119
OPESW,59111
KSHB,59038
RISN,59025
LFT,59021
VIE,59012
INDL,58973
SRAX,58972
TEI,58964
PUBM,58961
EMR,58839
CSX,58821
SJM,58769
OMI,58700
STLJF,58680
IMRN,58640
DUFRY,58611
XBIT,58564
PRVB,58540
FFSG,58533
EPR,58519
AVUV,58516
BCH,58516
PIPPU,58506
GDMK,58500
PSCD,58480
ARCE,58416
MEIP,58398
ARE,58375
ARCS,58309
EAOR,58302
GWACW,58270
MNRL,58267
DES,58248
NMHLY,58237
OLB,58236
SLVDF,58126
NCV,58082
RMHB,58073
BSCS,58055
MRC,58037
CMRZF,58017
IFRA,58008
LKSDQ,57969
CGXEF,57966
GER,57929
FTXN,57923
PRF,57912
ERSX,57890
TDAC,57890
WHF,57841
NOBL,57835
SRE,57835
CMBM,57818
DVLU,57796
BR,57781
EKAR,57763
ETON,57734
BLNKW,57725
ZIXI,57721
TMVWY,57704
TNDM,57687
VNDA,57681
FXA,57637
MARUY,57619
TINVU,57549
XSLV,57515
TC,57488
NPV,57456
ONTXW,57456
FINV,57447
OFS,57400
CTSH,57386
PLX,57368
BLRZF,57320
TOSYY,57314
SUPN,57229
CRVS,57205
AFFU,57192
GSAHU,57192
JQC,57181
TGNA,57157
MWXRF,57155
CXO,57136
ROCCW,57039
EMLP,57017
BRPAR,56985
MGF,56967
ESSC,56911
PDS,56882
HOV,56872
UGL,56839
WDIV,56787
HUN,56760
NYT,56714
XPO,56711
ARMP,56642
LW,56639
IVSG,56589
USHY,56544
NDAQ,56515
PFH,56515
WFH,56484
AZAJ,56460
NLYPRD,56406
INN,56396
JCO,56380
HYMCW,56343
KMF,56335
SEDG,56318
FGNAU,56283
GDVD,56255
PEP,56248
GATX,56246
JHMH,56243
GLOPPRB,56225
NWVCF,56166
STCN,56152
CLNYPRI,56066
VEGI,56062
CHKR,56047
MDLZ,56045
BANF,56021
RGS,55992
CSF,55984
CBLS,55935
CESTY,55924
GRAY,55920
ABMBF,55861
VO,55860
MOHO,55791
SLYG,55780
AIO,55761
TIMB,55719
CBT,55700
SOLVY,55656
HIHI,55591
JIHWS,55587
PRSRF,55575
DOCT,55485
KYSEY,55410
EPGG,55392
BYD,55323
SQBG,55320
NRGX,55296
PDD,55282
TPZ,55279
SPR,55265
LOV,55236
ROUS,55219
CTLT,55199
TGT,55134
GCC,55118
BOOT,55115
SPMO,55099
IGT,55012
QTNT,54995
OPXS,54937
MLACW,54932
SMMNY,54921
GVI,54916
BSEG,54872
LSF,54862
SND,54849
DEED,54844
KN,54783
EEMD,54748
MNPR,54733
KOMP,54723
AGGI,54695
SRTS,54690
SHLX,54685
MCLDF,54661
VKIN,54650
TRN,54623
YAMCY,54599
EAOA,54560
WMMVY,54557
TCP,54533
PHDG,54524
PYPL,54500
RSPID,54497
FEMS,54443
ADI,54410
BNKU,54401
RAVN,54302
PFFA,54279
PSK,54220
ONE,54191
DWSH,54128
UNICY,54091
WEICY,54055
NKTX,53947
POOL,53910
XSHQ,53871
UK,53850
XTNTW,53834
ADBE,53783
LOW,53711
ALNPY,53709
YELP,53630
SHIPW,53618
GMVP,53617
QFIN,53610
GBBT,53606
BIS,53505
CMA,53494
EDRY,53442
GTO,53418
SHWZ,53376
AYI,53345
FIXX,53334
EHC,53326
CHYHY,53311
CEM,53295
CFRX,53269
QDEF,53229
LKMNF,53226
GGLDF,53218
BX,53170
STKL,53106
CELP,53103
BSEP,53060
VERX,53034
MFT,53012
AAMMF,52984
RMTI,52969
GRLB,52960
CRTG,52953
APTV,52925
PSTX,52918
ENBA,52827
FCACU,52761
IBGR,52743
MLN,52711
SNMP,52704
UTZ,52681
FREE,52676
TDSGF,52650
SLF,52560
ISD,52554
HXL,52536
SYK,52506
GLPG,52496
KLAC,52495
LOVE,52474
TTCS,52455
VNMC,52455
VAUCF,52451
ID,52444
GTYH,52441
VG,52436
BSCN,52423
LUMIF,52371
DPSM,52355
ALV,52340
ETX,52301
NKX,52285
LMIBL,52273
NUVSF,52201
INFL,52188
XSW,52115
PCQ,52071
RCHGU,52062
ERIE,52050
SC,52034
KMT,52031
PNCPRP,51990
USD,51981
EVF,51978
FIDI,51976
GEOS,51973
BIB,51933
BTEC,51914
DECN,51859
AGDXF,51856
ZJPN,51743
KLXE,51740
DLR,51729
TNYYF,51706
SQCC,51701
MJNE,51676
AGNC,51662
LILA,51644
GLIOF,51640
WBA,51633
GLEOU,51597
TPVG,51542
TREE,51527
EMHY,51506
VKI,51505
BLV,51483
AERI,51476
NHF,51464
DLRPRL,51452
BREZU,51448
NCMBF,51441
IRWD,51426
AMKBY,51391
NVGS,51388
PCVX,51385
BWACU,51346
SSDOY,51342
JKHY,51334
NAZ,51333
MAACU,51249
COMS,51190
WLLBW,51189
AMSWA,51154
HARP,51116
RDFI,51080
NBAU,51057
5116REORGPYMNT,51056
SSTK,50995
GMVHY,50938
VIVK,50936
PNW,50918
AURI,50845
AAAU,50752
PCPLU,50738
SEAC,50730
AUXXF,50720
CCLP,50719
AZYO,50717
ACACU,50667
MHN,50649
BNPQY,50629
ONCR,50604
AMTR,50590
VINC,50545
FBND,50537
SOVB,50534
TDTF,50505
TMSNY,50493
BSMX,50482
MOTN,50425
ICMB,50385
BLPG,50370
MACU,50364
EMPWU,50300
SCHX,50286
LIND,50273
EMTL,50264
ALSI,50250
SRSAU,50248
SDSS,50184
EAUI,50135
ICL,50062
AMHG,50057
PENN,50033
BCAT,50017
BEMG,50000
HDUP,50000
AIZN,49994
MIE,49981
PNNTG,49980
RMGWS,49960
TOMZ,49936
AVPFF,49922
IHI,49906
EDAP,49881
GNMA,49865
PHCF,49845
SRSR,49812
BNDW,49802
CEPU,49780
EUSB,49747
GFTX,49696
ETACU,49663
MTBCP,49642
VERBW,49621
MET,49584
PK,49575
SCEPRG,49545
SM,49523
VINS,49523
CASI,49466
ANVS,49461
IBDU,49419
CPZ,49417
PBTS,49348
EQL,49320
NHICW,49284
CG,49238
MITK,49226
UAPC,49152
NRT,49064
VWDRY,49063
DLTI,49045
CNX,49007
WFCPRR,48977
FLAU,48975
SGTZY,48975
GXTG,48968
RH,48907
ANVV,48864
EXTR,48739
FDUS,48692
ZNTEU,48645
WOMN,48642
PHPPY,48634
EAGG,48624
MYE,48617
AXAHY,48603
PETQ,48596
AAIC,48571
TDWWSB,48548
PRLB,48536
BSJM,48530
PHM,48511
FSKR,48455
EUCRU,48439
TSKFF,48415
VFMO,48368
DOX,48242
WTKWY,48238
IJUL,48068
EVY,48043
CCI,48030
HENKY,47991
EFZ,47952
IDIV,47935
NSIT,47920
OSKA,47906
TSLX,47874
USFD,47868
PUMP,47778
GSIT,47764
ED,47717
IBTA,47710
SWK,47703
STNG,47691
MNDJF,47684
PACEU,47613
IGEN,47611
IEFN,47586
BLW,47558
AOA,47501
IMNM,47496
TGLVY,47496
BWAY,47485
HTPRF,47481
GAINL,47471
TXT,47466
ETW,47454
BMED,47399
RTLR,47398
LCAPU,47380
BFK,47371
NMCO,47330
MHGVY,47317
ABCED,47287
VVV,47282
PAYX,47269
AKUS,47265
RPMT,47253
HDB,47238
ABC,47208
CMLFU,47131
EHTH,47127
HOLI,47111
AMKR,47110
GNTX,47069
SURG,47035
HDELY,47031
CAT,47012
NXC,47011
WWPW,47007
CLNC,47000
REPCF,46960
CLEU,46910
IMRA,46874
NWN,46864
FTS,46863
COOLU,46858
NOACU,46850
XELAW,46848
DIIBF,46838
CBSH,46805
TKLS,46799
BSJS,46709
CSOD,46699
RDEXF,46679
RNGTD,46642
GDDY,46613
SHG,46606
BSCL,46602
SCVXWS,46586
CP,46582
NTCPF,46536
ROCHU,46521
AP,46517
MOTI,46508
ATCX,46470
NPTN,46453
ZION,46434
CRTO,46353
VTLR,46304
TILT,46276
PSN,46269
EL,46262
SMRVF,46259
GGT,46235
BRY,46209
DSUS,46179
IBDT,46151
PILL,46150
OLN,46073
LOKBU,46022
FNMAJ,46017
CLWT,46015
DPZ,45933
PIM,45923
AXL,45874
RDWR,45793
OMQS,45778
SRS,45764
TPH,45763
INCY,45660
LYL,45645
HIGAU,45640
MSGE,45578
UNOV,45558
FORD,45557
LZRFY,45545
VIAO,45542
IBDS,45466
BNTGY,45371
RAMP,45313
DSSI,45308
VOX,45298
RAAX,45266
ETJ,45254
DE,45234
RYAM,45207
DSGX,45188
ZGYHW,45167
KIN,45158
LEGN,45114
MTSC,45110
RDSMY,45098
RTPZ,45080
ISNPY,45030
CANG,45005
NACP,44988
RDSB,44963
CRTPF,44958
GEGR,44949
CPCAY,44945
SKKRF,44904
USDP,44893
NQP,44854
IEHS,44853
FSDC,44793
EVTC,44792
JHMT,44772
FBIO,44740
SCPH,44710
MCACR,44700
JJC,44684
METC,44674
DMXF,44672
AKAM,44671
FSK,44667
FLTR,44666
CXE,44633
VLVLY,44633
CPLP,44608
SFTBY,44590
QQXT,44559
KRC,44523
VVIT,44507
FUN,44491
KDFI,44475
ZEN,44454
BOACU,44437
TSCO,44392
PPTY,44341
XVV,44320
KRUS,44314
GTXMQ,44286
CMPS,44281
MRKR,44262
LMT,44242
PMO,44241
CRESY,44218
TCOM,44212
GZIC,44171
NCEN,44169
BMEZ,44165
ALTGWS,44158
BORNY,44099
AMMXD,44087
CRZHF,44080
AGTX,44070
LNEGY,44055
ERII,44053
THO,44052
BERY,44051
IPAC,44050
LBAI,43986
LEMB,43964
MGMT,43958
PHT,43942
BTAL,43916
HTA,43894
LYTS,43881
GBRRF,43880
USAI,43843
BMWYY,43833
MPA,43812
SFRGY,43809
TRV,43793
TROW,43757
CIH,43729
GZPFY,43721
NMFC,43706
JANZ,43702
LN,43695
ACEZ,43681
SHW,43666
KOL,43660
HCCH,43659
PII,43596
TARS,43594
EVV,43519
SAMAW,43517
RAND,43384
LUB,43374
BRLI,43359
NMYSF,43331
AEM,43310
WIA,43301
IDE,43292
SMNEY,43280
HYMC,43276
KT,43255
XTLB,43204
CRF,43202
LDL,43187
PBUS,43171
ALTY,43148
WFAFY,43148
GKOS,43143
CADE,43128
LEAPWS,43073
GRCAF,43071
OUKPY,43028
CL,43019
EVN,43004
TSSI,42976
SCI,42974
EAR,42958
CHB,42937
JRNGF,42928
RETA,42891
BSY,42864
CCK,42827
EEMV,42813
HESM,42802
PINC,42774
IHTA,42767
SLGL,42755
OTIC,42688
WLKP,42672
VFRM,42666
HGBL,42654
USMT,42635
SMDD,42634
JSML,42613
ATI,42599
VPN,42589
KATX,42580
NGACU,42574
BITW,42560
ITOX,42546
CLPHY,42508
PMVP,42504
BMLPRL,42477
CRRFY,42395
TTI,42389
GNPG,42380
FDRR,42373
FWRD,42348
RYES,42321
APLT,42317
ALTG,42306
SCM,42271
CAE,42245
WIZ,42165
XLEFF,42161
CLCS,42131
GPM,42096
TRND,42055
EDSA,42035
SOLCF,42016
GOAU,41971
NLSN,41969
IPRC,41945
CLRBZ,41926
GPN,41926
GRYN,41922
EBIZ,41920
GELYY,41913
AJRD,41894
QUMU,41892
PHIG,41890
TPTX,41881
RC,41850
OSS,41831
TFFP,41818
TOL,41814
JHAA,41804
MAA,41774
VFQY,41671
CCO,41632
AFINO,41607
MIRM,41598
GOGL,41587
BTAQU,41536
HZO,41492
BPYUP,41486
PG,41420
AL,41403
SCHI,41347
HEOFF,41333
RESD,41311
TSIAU,41304
OII,41243
PST,41212
ANF,41206
NR,41203
BOZTY,41186
WOW,41176
IVE,41158
DLRYF,41143
TRQ,41117
EW,41115
KRP,41110
DLB,41068
LL,41028
RSVAU,41018
GLO,40993
XPER,40973
DFNS,40964
ASMB,40941
IWX,40931
SWBKU,40906
NM,40896
PTPI,40826
CTXS,40820
LPX,40820
CVA,40810
BIP,40807
ABT,40806
EFSC,40799
DTE,40792
OCUP,40782
COMT,40704
CNNEF,40681
BSMS,40655
SKOR,40647
ORIC,40646
NABZY,40590
NTES,40584
PMT,40567
CWVLF,40556
IDND,40544
VYNE,40539
MSI,40423
VNET,40389
RCRUY,40384
VRNA,40342
NBB,40335
ATURF,40331
SMDV,40329
CRHM,40313
SUI,40296
IDT,40213
AYLA,40173
EWRE,40144
JPOTF,40141
AVSF,40133
PDCO,40128
APPF,40082
ASG,40075
BGNE,40074
EWSC,40074
BSJR,40055
SEAHU,40028
ATHA,40026
DXCM,40012
ATLEW,40000
EAPH,40000
RFXRF,40000
CEFS,39984
VCV,39961
SWISF,39952
SD,39946
KBUY,39937
MVES,39908
ALB,39900
PSX,39887
IMTX,39874
CERN,39861
MYTAY,39797
CNOPRA,39782
ZYXI,39760
GVA,39744
MOJGF,39697
AVO,39693
SRHIF,39653
RLGY,39605
STSA,39597
BOSS,39581
SNRHU,39555
VSAT,39552
GHY,39535
ACBI,39511
LRLCY,39494
SOLN,39490
SVSVU,39479
SACH,39454
CDNA,39409
BACPRB,39365
FRCPRK,39351
BIOX,39332
ADMQ,39326
SZLMY,39304
PKPH,39302
UPMMY,39299
EPC,39286
NXPI,39283
SRT,39247
PMBY,39246
JFIL,39225
SVAC,39135
FOF,39122
BZLFY,39116
NIM,39099
IPHA,39094
YPF,39088
SIEN,39075
PCEF,39007
GTIP,38990
BOUT,38974
QH,38920
ASKDF,38894
AFIB,38829
ADPT,38802
BTO,38795
DIVB,38765
CVEWS,38760
PML,38700
RYF,38665
BIVI,38664
JMM,38652
SCCO,38615
ARHTF,38593
HEQ,38586
ADYEY,38585
GOVZ,38585
JSMD,38564
ESG,38535
TFSL,38531
EMO,38518
HSQVY,38476
STKS,38471
ALKS,38447
TLPFY,38443
ANAB,38420
JQUA,38394
ORTX,38355
ESOA,38348
RP,38344
SCVL,38299
BNET,38296
HIBSZZZZ,38245
CBSC,38229
PGR,38222
FOCS,38184
WFTLF,38172
TNK,38114
ETN,38066
TDF,38036
UNL,38000
EGF,37977
ARNC,37939
LE,37937
LPG,37890
UGI,37868
IBDM,37865
SJI,37847
TYG,37787
CSUAY,37784
LADR,37779
TDIV,37775
MCRI,37753
SOLY,37752
KOD,37750
CNNAD,37746
NTZ,37741
ELSE,37736
BAF,37731
QK,37692
OACU,37671
BOX,37665
EPOKY,37617
WUHN,37586
TONJ,37563
TPIC,37554
BRKL,37541
TDSC,37539
KRKR,37489
PPCCY,37486
FLR,37482
DBOC,37476
GXXM,37469
LANDO,37447
TDY,37405
REGI,37368
GMLP,37359
CHFWWS,37356
TREBWS,37319
NRO,37315
BSMT,37294
PCI,37272
CFO,37256
EQS,37217
LEDS,37207
HEZU,37197
ARCC,37189
DEEP,37188
XLNX,37179
ITCI,37165
WGO,37146
STOK,37120
ABCB,37088
IFS,37068
TKR,37065
SHAG,37061
SIELY,37033
PSMC,37005
WHR,37002
SGRNF,37000
INVA,36998
CIICU,36948
ELEMF,36948
EPU,36946
EUO,36887
HDS,36874
TH,36868
CC,36851
TIGR,36759
FIVN,36757
ATR,36753
BSCE,36743
CHT,36727
ALLXF,36692
RES,36683
SNP,36679
VCAR,36676
LNG,36672
IIIIU,36649
STL,36648
DCT,36631
AIIQ,36626
WFTSF,36620
HCMLY,36574
ASML,36572
PSUD,36520
BSA,36407
ARMK,36406
CPRX,36394
CBKC,36356
VDMCY,36347
UCBI,36331
BC,36329
MVF,36329
IVA,36328
QTEC,36287
VFL,36222
SPRO,36209
WST,36118
SEII,36068
AUMC,36057
LCLP,36044
NHI,36032
HMTXF,36000
DFNL,35994
JAZZ,35991
BSJN,35988
JEMD,35969
HYGV,35943
CUZ,35927
AN,35921
EURL,35898
CORT,35862
JSAIY,35854
BSMQ,35837
UMPQ,35836
CORG,35820
KBNTW,35809
DRIFF,35804
PWR,35771
RING,35730
FIIIU,35712
ADVWW,35689
JO,35652
PTAIY,35638
ZUMZ,35591
SPSK,35565
CRRTF,35512
BYM,35502
JPMPRH,35480
EOT,35447
KNBWY,35435
HBNC,35405
SRRK,35399
AMG,35386
BITTF,35386
LIFZF,35358
RAIO,35351
PERT,35308
BBH,35302
ALSN,35243
PAMC,35240
VLDI,35240
FBM,35233
SVLT,35206
SPT,35204
REPYY,35203
VCKAU,35188
RMD,35186
NEA,35168
QYLD,35164
FDG,35161
EYE,35141
PCRCF,35133
SCGLY,35068
GHST,35056
GRPN,34979
KNX,34939
APGOF,34910
HIBB,34903
MAV,34893
PASG,34887
BGFV,34867
HYEM,34862
AACQU,34848
FPRC,34841
EKTAY,34834
HCC,34790
MDLY,34772
BSL,34770
FHTX,34758
HYLS,34739
FMBI,34712
CATM,34692
TSHA,34681
RLJ,34666
LMRK,34665
EZM,34657
HIMX,34643
ACACW,34641
TXRH,34610
LHX,34602
ASR,34587
WSG,34579
QLVD,34573
MGRB,34549
MMP,34540
PSNL,34527
VTA,34527
SYF,34523
BUSE,34508
PEIPRD,34498
AGCO,34478
MQT,34472
VLU,34454
BGIO,34408
DFODQ,34350
SNX,34349
INLB,34345
ST,34338
FHNPRC,34325
AME,34307
FPI,34292
KNRRY,34262
INNI,34206
DLCR,34179
WUGI,34150
GOED,34148
GATGD,34140
SRLP,34109
GTIM,34105
EOS,34088
DCI,34085
NEOV,34063
AOZOY,34059
CLPT,34032
KMED,34022
UPS,33999
JPMPRD,33973
JRJC,33964
ATEN,33943
KTEL,33940
XES,33930
BMCH,33915
TCF,33869
GYNAF,33868
DCUE,33833
RZB,33806
BBDC,33802
RAVI,33783
NFH,33761
GRIN,33755
WRE,33754
BALY,33752
MA,33687
GRNVR,33662
CEW,33657
QBIEY,33651
CRGS,33640
CYCA,33614
BKAG,33613
PXJ,33576
ARI,33565
TRLFD,33517
TENB,33486
PSAPRO,33480
SGTX,33475
WEN,33474
HURN,33468
HCARU,33460
PMOIY,33455
NEP,33436
RYB,33431
JHS,33352
HLT,33348
FCF,33338
QEGY,33326
NX,33312
MODV,33304
RXI,33300
DCP,33293
UNP,33283
LRMR,33268
AMT,33267
TNGL,33262
RHCO,33254
ZTR,33238
ALBKY,33229
UMAX,33204
OSK,33200
FMHI,33196
CEVE,33117
RFUN,33112
IVOG,33090
BY,33071
USIG,33071
ADVZF,33022
OSB,33013
RAACU,33002
ZNCXF,33000
RCEL,32969
LDOS,32917
SLQD,32882
LIN,32877
HRMY,32876
DBAW,32856
IZOZF,32848
SIVB,32823
PGP,32773
NWL,32765
SOYB,32762
CHX,32745
OAOFY,32730
SESI,32696
ALGN,32680
SCS,32676
NCA,32646
FSUGY,32622
PBTP,32615
GSPRJ,32561
CDOR,32536
TLED,32505
IVRA,32504
BDJ,32498
WDAY,32498
VAPO,32474
NTRA,32460
HIBL,32435
PALC,32401
UAN,32398
SREPRB,32354
BSMR,32352
IYH,32351
FOE,32348
JP,32336
AEXAY,32331
ANGPY,32323
AFI,32321
XGEN,32301
VIHAU,32299
STRO,32287
LHGI,32283
ZTS,32276
RSKIA,32274
FTXG,32263
STRI,32254
MPAA,32213
GLYC,32158
URGN,32158
RWO,32148
GHYB,32135
CTY,32088
SATS,32088
NEOG,32080
GXF,32079
HSCZ,32006
MARPS,31993
SVC,31980
OIS,31960
BGY,31950
IHD,31933
AIFS,31915
CZZ,31914
STZ,31909
ENR,31904
TROX,31849
ETY,31798
GLT,31792
FMN,31773
CCXU,31699
RGRX,31693
THS,31690
FET,31684
HFC,31662
OPRX,31625
SVACW,31624
CFWFD,31591
NTGL,31590
KRON,31562
PSAPRN,31539
GBIL,31532
GHIVU,31529
WTRG,31517
FUWAY,31505
MCAC,31490
KRTX,31465
IAGG,31433
IAT,31425
SMAR,31410
EFX,31402
CWSFF,31380
CMCT,31364
UTZWS,31360
ATGE,31344
DSM,31341
IHICY,31306
BROGW,31236
IWFH,31233
RMED,31228
EFT,31225
SIXL,31218
BLDG,31190
FRHLF,31188
KVLE,31155
SQZ,31152
COST,31144
DRKOF,31111
ABIO,31106
VYGGU,31094
NETL,31070
CLB,31066
CHEF,31058
BBSRF,31011
NSC,30974
NSHU,30942
YI,30935
NXTC,30920
PFO,30867
HCM,30861
KHNGY,30843
BCX,30785
SHLOQ,30697
RNWK,30687
HOOK,30685
IID,30685
USCR,30651
GPI,30642
BCSF,30637
LACQU,30622
EWJV,30616
PZT,30616
IVLC,30599
CABGY,30577
HGKGY,30572
TCCPY,30568
GMHI,30560
TBX,30542
CNO,30516
PBI,30511
WBS,30501
DTF,30488
SNWR,30488
HWC,30476
NTP,30475
BKD,30472
SPGYF,30466
USFR,30462
GSY,30439
TURV,30415
TVTX,30402
GOOG,30375
SOFO,30367
PRYMY,30366
GINN,30365
MEDXF,30361
ELGL,30351
GSLPRB,30350
AHKSY,30329
WEX,30326
EWX,30295
BLLB,30273
HZNP,30267
CWS,30244
TPPRF,30224
STT,30219
CRC,30215
AWP,30197
THBRU,30193
PAHC,30166
FLNG,30163
FIF,30152
AGR,30149
VEOEY,30136
GMS,30125
CEF,30124
AFT,30114
SLNO,30101
TDS,30098
MGEN,30093
SMICY,30092
NWE,30089
ATBPD,30046
JJG,30016
MRPI,30000
BURL,29976
BLFS,29968
ARTLW,29950
TVIXF,29937
KURA,29888
MCN,29862
MUC,29858
MTUAY,29840
BRZU,29830
TLYS,29802
PAIC,29799
DG,29786
PLT,29685
REDU,29661
MCA,29659
EWZS,29654
BPFH,29651
BPOPN,29639
VRSK,29629
BLUE,29613
EQC,29571
SNGXW,29559
BKCC,29555
DSU,29544
DWAHY,29539
WTTR,29505
PURXF,29503
NHLD,29492
CHIS,29480
PURE,29477
TLMDW,29451
CLPR,29437
FTXL,29420
PEIPRB,29420
SGOO,29400
AMP,29382
SWDBY,29375
VRRM,29373
AGCWW,29366
MMYT,29362
AEPPZ,29353
AMS,29345
ISCF,29317
AXIM,29316
SNMRY,29311
IWV,29276
HCAP,29258
UST,29257
BKTI,29242
HOLUU,29237
GNW,29210
SGSI,29178
IAF,29164
KRYS,29122
RNLX,29122
BG,29109
VLRS,29107
PFS,29099
ADDYY,29097
FI,29088
CFWFF,29069
IGM,29053
PCGU,29046
ZIVO,29037
LUCRF,28925
SRGA,28916
GKIT,28903
PVI,28879
MOH,28859
ATUSF,28845
TRMT,28842
SOJE,28827
CMBS,28803
RYT,28803
EXR,28794
NIB,28791
CWST,28773
CFRPRB,28765
ENGIY,28759
NNY,28753
MTSI,28749
BLUWU,28742
AIRT,28739
WAL,28728
ALXO,28720
MYRX,28680
SPRT,28674
MQY,28661
VEEV,28652
FLCH,28630
CDR,28617
PACW,28586
VYGR,28579
GBF,28578
WAFU,28571
BFIT,28567
JOB,28555
ARMR,28546
CHRA,28541
FRG,28531
SAUHY,28516
GRNVW,28462
VNTR,28430
BIV,28429
ALEX,28427
IYG,28413
GIB,28410
IEO,28401
DLTR,28384
KTOV,28360
SMMV,28357
TYD,28340
DLS,28338
DFIHY,28329
SYX,28323
STG,28305
ACCO,28239
SXC,28238
OPHC,28232
FNBCQ,28225
IFFT,28224
CCCC,28222
TATYY,28188
AMPH,28141
CWENA,28124
BSCK,28079
GFF,28069
HAWX,28000
HYRE,27992
GWW,27991
RMRK,27972
IWS,27951
GSBD,27933
FMO,27927
CTIC,27900
TCKGY,27900
SRL,27877
XT,27872
GBAB,27871
GSRX,27871
NVRO,27869
PEMID,27862
BDSI,27809
PI,27806
OPCH,27803
ACAD,27786
FLDR,27784
PPCB,27782
KFY,27781
LIVKW,27776
BIIO,27769
JIG,27758
RIV,27752
EATR,27750
TIPT,27744
MPLNWS,27729
JJSF,27721
BACPRE,27719
LRENY,27661
ADX,27651
MFL,27643
TSIA,27595
PODD,27590
KRED,27556
BMIN,27552
FNGR,27551
SHECY,27542
LBJ,27538
RSG,27538
KBLB,27516
MDIBY,27499
NEEPRQ,27475
HAS,27465
ICSH,27464
RMI,27452
LCYAU,27447
FDP,27440
ICE,27430
DFNSWS,27422
FIVE,27416
ELAT,27413
DYN,27400
FIS,27400
ECL,27395
BIPPRA,27387
ARDC,27386
FNGO,27376
AFGE,27360
JKF,27321
BKEP,27320
SMHB,27319
IPIX,27318
GAMR,27317
PAND,27304
HENI,27268
INFO,27257
FLQH,27253
AADR,27243
MTRX,27239
CSOL,27214
GRSVU,27137
TTC,27137
IPA,27106
AGE,27069
TMUS,27052
ESCA,27027
SPKKY,26983
OI,26981
VAPR,26978
KTOS,26943
JBAXY,26941
DUSA,26933
SASR,26933
DUKB,26932
VIOO,26906
BKMC,26900
JTBK,26896
CHIM,26885
PAYAW,26851
IBHA,26770
WLDN,26756
EGRX,26751
RRR,26732
AZMTF,26715
NAN,26656
LOAC,26648
IBHE,26642
STAY,26641
REGN,26629
GSPRK,26622
UCBJY,26613
VMOT,26610
OPER,26592
